					郑州商品交易所期权每日行情表(2019-10-17)
品种代码   |昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1     |涨跌2     |成交量(手)|空盘量    |增减量    |成交额(万元)|DELTA     |隐含波动率|行权量
SR005P4800|27.00     |22.50     |22.50     |19.00     |19.00     |23.00     |-8.00     |-4.00     |432       |1,774     |146       |9.42        |-0.0934   |13.62     |0
SR005P4900|38.50     |33.50     |34.00     |28.00     |28.00     |34.00     |-10.50    |-4.50     |330       |8,060     |10        |10.66       |-0.1312   |13.32     |0
SR005P5000|55.00     |50.50     |51.50     |43.50     |44.50     |49.50     |-10.50    |-5.50     |540       |1,742     |-12       |26.26       |-0.1806   |13.08     |0
SR005P5100|77.00     |72.00     |72.50     |64.00     |66.00     |71.50     |-11.00    |-5.50     |382       |2,666     |-108      |26.62       |-0.2424   |12.93     |0
SR005P5200|106.50    |106.50    |109.00    |93.50     |95.50     |101.50    |-11.00    |-5.00     |696       |2,052     |314       |71.05       |-0.3152   |12.87     |0
SR005P5300|144.50    |144.50    |144.50    |134.00    |134.00    |140.50    |-10.50    |-4.00     |198       |568       |-74       |27.76       |-0.3958   |12.92     |0
SR005P5400|191.00    |193.00    |202.00    |180.00    |180.00    |190.00    |-11.00    |-1.00     |392       |416       |-106      |74.56       |-0.4790   |13.06     |0
SR005P5500|246.50    |247.50    |247.50    |247.50    |247.50    |248.50    |1.00      |2.00      |62        |606       |-28       |15.38       |-0.5591   |13.29     |0
SR005P5600|310.50    |315.50    |315.50    |314.00    |314.00    |316.00    |3.50      |5.50      |38        |382       |-18       |11.97       |-0.6322   |13.61     |0
SR005P5700|381.50    |389.50    |400.00    |374.00    |374.00    |391.00    |-7.50     |9.50      |130       |492       |14        |50.07       |-0.6952   |13.99     |0
SR005P5800|458.00    |0.00      |0.00      |0.00      |0.00      |471.50    |13.50     |13.50     |0         |12        |0         |0.00        |-0.7480   |14.42     |0
SR005P5900|539.50    |0.00      |0.00      |0.00      |0.00      |556.50    |17.00     |17.00     |0         |50        |0         |0.00        |-0.7921   |14.89     |0
SR005P6000|625.50    |0.00      |0.00      |0.00      |0.00      |644.00    |18.50     |18.50     |0         |0         |0         |0.00        |-0.8295   |15.38     |0
小计       |          |          |          |          |          |          |          |          |3,390     |25,886    |-38       |326.51      |          |          |0
SR009C4800|705.00    |0.00      |0.00      |0.00      |0.00      |674.00    |-31.00    |-31.00    |0         |0         |0         |0.00        |0.8335    |14.68     |0
SR009C4900|624.00    |0.00      |0.00      |0.00      |0.00      |592.50    |-31.50    |-31.50    |0         |0         |0         |0.00        |0.7943    |14.42     |0
SR009C5000|548.50    |0.00      |0.00      |0.00      |0.00      |517.00    |-31.50    |-31.50    |0         |0         |0         |0.00        |0.7484    |14.21     |0
SR009C5100|478.00    |0.00      |0.00      |0.00      |0.00      |446.50    |-31.50    |-31.50    |0         |0         |0         |0.00        |0.6975    |14.06     |0
SR009C5200|412.50    |0.00      |0.00      |0.00      |0.00      |382.50    |-30.00    |-30.00    |0         |0         |0         |0.00        |0.6427    |13.98     |0
SR009C5300|353.50    |0.00      |0.00      |0.00      |0.00      |325.00    |-28.50    |-28.50    |0         |0         |0         |0.00        |0.5854    |13.97     |0
SR009C5400|302.50    |280.50    |280.50    |267.00    |267.00    |276.00    |-35.50    |-26.50    |50        |40        |20        |13.72       |0.5269    |14.05     |0
SR009C5500|257.50    |241.00    |241.00    |228.50    |228.50    |235.00    |-29.00    |-22.50    |34        |34        |14        |8.01        |0.4703    |14.20     |0
SR009C5600|219.00    |201.00    |201.00    |193.50    |195.00    |199.00    |-24.00    |-20.00    |102       |60        |18        |20.30       |0.4169    |14.43     |0
SR009C5700|188.50    |168.50    |168.50    |168.00    |168.00    |170.00    |-20.50    |-18.50    |30        |40        |10        |5.07        |0.3680    |14.72     |0
SR009C5800|161.50    |143.50    |146.00    |140.00    |142.00    |146.50    |-19.50    |-15.00    |74        |88        |12        |10.65       |0.3250    |15.06     |0
SR009C5900|139.00    |123.00    |123.00    |123.00    |123.00    |125.50    |-16.00    |-13.50    |20        |190       |10        |2.46        |0.2860    |15.43     |0
SR009C6000|120.50    |109.00    |109.00    |100.00    |100.00    |110.00    |-20.50    |-10.50    |278       |190       |144       |29.75       |0.2535    |15.82     |0
小计       |          |          |          |          |          |          |          |          |588       |642       |228       |89.96       |          |          |0
SR009P4800|63.50     |59.50     |59.50     |57.00     |57.00     |62.00     |-6.50     |-1.50     |70        |174       |-14       |4.14        |-0.1552   |14.68     |0
SR009P4900|81.50     |84.00     |84.00     |66.00     |66.00     |79.00     |-15.50    |-2.50     |150       |146       |-10       |11.67       |-0.1912   |14.42     |0
SR009P5000|104.50    |109.00    |109.00    |95.50     |95.50     |101.50    |-9.00     |-3.00     |130       |70        |10        |13.21       |-0.2342   |14.21     |0
SR009P5100|132.00    |137.50    |137.50    |125.00    |125.00    |130.00    |-7.00     |-2.00     |52        |86        |12        |6.84        |-0.2828   |14.06     |0
SR009P5200|164.00    |165.50    |172.50    |155.00    |155.50    |163.50    |-8.50     |-0.50     |98        |418       |-6        |15.73       |-0.3359   |13.98     |0
SR009P5300|203.00    |215.00    |215.00    |190.00    |190.00    |204.00    |-13.00    |1.00      |124       |38        |14        |25.06       |-0.3924   |13.97     |0
SR009P5400|249.50    |258.00    |258.00    |244.50    |244.50    |252.50    |-5.00     |3.00      |76        |8         |6         |19.10       |-0.4503   |14.05     |0
SR009P5500|302.50    |0.00      |0.00      |0.00      |0.00      |309.00    |6.50      |6.50      |0         |0         |0         |0.00        |-0.5070   |14.20     |0
SR009P5600|361.50    |0.00      |0.00      |0.00      |0.00      |371.50    |10.00     |10.00     |0         |0         |0         |0.00        |-0.5611   |14.43     |0
SR009P5700|429.00    |0.00      |0.00      |0.00      |0.00      |439.50    |10.50     |10.50     |0         |2         |0         |0.00        |-0.6112   |14.72     |0
SR009P5800|500.00    |0.00      |0.00      |0.00      |0.00      |514.00    |14.00     |14.00     |0         |2         |0         |0.00        |-0.6555   |15.06     |0
SR009P5900|575.50    |0.00      |0.00      |0.00      |0.00      |591.50    |16.00     |16.00     |0         |0         |0         |0.00        |-0.6965   |15.43     |0
SR009P6000|655.00    |0.00      |0.00      |0.00      |0.00      |674.00    |19.00     |19.00     |0         |0         |0         |0.00        |-0.7308   |15.82     |0
小计       |          |          |          |          |          |          |          |          |700       |944       |12        |95.75       |          |          |0
SR合计     |          |          |          |          |          |          |          |          |45,428    |288,868   |3718      |3301.75     |          |          |44
总计       |          |          |          |          |          |          |          |          |71,288    |504,382   |7540      |5410.60     |          |          |44

